in_color,Instructions_key.keys,Instructions_key.rt,Tutorial_instruction_key.keys,Tutorial_instruction_key.rt,Tutorial_fixation_ley.keys,Tutorial_fixation_ley.rt,Tutorial_single_img_key.keys,Tutorial_single_img_key.rt,Tutorial_intra_trial_fixation_key.keys,Tutorial_intra_trial_fixation_key.rt,Tutorial_stimulus_key.keys,Tutorial_stimulus_key.rt,Tutorial_response_key.keys,Tutorial_response_key.rt,Tutorial_attention_check_key.keys,Tutorial_attention_check_key.rt,advance_or_repeat.keys,advance_or_repeat.rt,Practice_instructions_key.keys,Practice_instructions_key.rt,intra_trial_duration,Practice_key_response.keys,Practice_key_response.rt,Practice_react_key.keys,Practice_react_key.rt,Practice_loop.thisRepN,Practice_loop.thisTrialN,Practice_loop.thisN,Practice_loop.thisIndex,Practice_loop.ran,multi_object_filepath,background_id,foreground_id,multi_object_rotation,occlusion_level,single_object_id,single_object_filepath,single_is_foreground_or_random,single_object_rotation,background_choice_id,alt_choice_id,background_option_filepath,alternative_option_filepath,alternative_is_foreground_or_random,location_of_correct_answer,multi_object_exp_filename,single_object_exp_filename,background_option_exp_filename,alternative_option_exp_filename,participant,session,date,expName,psychopyVersion,OS,frameRate,Practice_end_key.keys,Practice_end_key.rt,correct_answer,Input_selection.keys,Input_selection.rt,Was_attention_check,Attention_check.keys,Attention_check.corr,Each_session_loop.thisRepN,Each_session_loop.thisTrialN,Each_session_loop.thisN,Each_session_loop.thisIndex,Each_session_loop.ran,Num_sessions.thisRepN,Num_sessions.thisTrialN,Num_sessions.thisN,Num_sessions.thisIndex,Num_sessions.ran,Attention_check.rt
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04256520_4/n02883344_-1/img_club_house_italia_nautilus_sofa_woven_box_2013_gray.jpg,n04256520_4,n02883344_-1,fixed,0.713732,n02883344_-1,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04256520_4/n02883344_-1/img_club_house_italia_nautilus_sofa_woven_box_2013-3_gray.png,foreground,same as foreground,n04256520_4,n02883344_15,Stimuli/canonical view 2/img_n04256520_4_gray.jpg,Stimuli/canonical view 2/img_n02883344_15_gray.jpg,random,left,Experiments/experiment_34/260.jpg,Experiments/experiment_34/261.jpg,Experiments/experiment_34/262.jpg,Experiments/experiment_34/263.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""right""]",[1.0185999999996511],False,,0.0,0.0,65.0,65.0,65.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02828884_3/n04256520_4/img_b04_wood_metal_park_bench_club_house_italia_nautilus_sofa_2013_gray.jpg,n02828884_3,n04256520_4,flexible,0.711998,n04256520_4,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02828884_3/n04256520_4/img_b04_wood_metal_park_bench_club_house_italia_nautilus_sofa_2013-3_gray.png,foreground,same as foreground,n02828884_3,n04256520_4,Stimuli/canonical view 2/img_n02828884_3_gray.jpg,Stimuli/canonical view 2/img_n04256520_4_gray.jpg,foreground,right,Experiments/experiment_34/264.jpg,Experiments/experiment_34/265.jpg,Experiments/experiment_34/266.jpg,Experiments/experiment_34/267.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""left""]",[0.6848000000006778],False,,0.0,0.0,66.0,66.0,66.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n03928116_0/n04405907_9/img_b02_piano_vray_004_2002_gray.jpg,n03928116_0,n04405907_9,fixed,0.732356,n04405907_9,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n03928116_0/n04405907_9/img_b02_piano_vray_004_2002-3_gray.png,foreground,same as foreground,n03928116_0,n02933112_4,Stimuli/canonical view 2/img_n03928116_0_gray.jpg,Stimuli/canonical view 2/img_n02933112_4_gray.jpg,random,right,Experiments/experiment_34/268.jpg,Experiments/experiment_34/269.jpg,Experiments/experiment_34/270.jpg,Experiments/experiment_34/271.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""left""]",[0.7202999999990425],False,,0.0,0.0,67.0,67.0,67.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n03928116_0/n02828884_3/img_b02_piano_b04_wood_metal_park_bench_2004_gray.jpg,n03928116_0,n02828884_3,flexible,0.710794,n02828884_3,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n03928116_0/n02828884_3/img_b02_piano_b04_wood_metal_park_bench_2004-3_gray.png,foreground,same as foreground,n03928116_0,n02818832_3,Stimuli/canonical view 2/img_n03928116_0_gray.jpg,Stimuli/canonical view 2/img_n02818832_3_gray.jpg,random,left,Experiments/experiment_34/272.jpg,Experiments/experiment_34/273.jpg,Experiments/experiment_34/274.jpg,Experiments/experiment_34/275.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""left""]",[0.5595999999995911],False,,0.0,0.0,68.0,68.0,68.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02828884_9/n02883344_-1/img_cr-96_bench_woven_box_2002_gray.jpg,n02828884_9,n02883344_-1,flexible,0.805674,n02883344_-1,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02828884_9/n02883344_-1/img_cr-96_bench_woven_box_2002-3_gray.png,foreground,same as foreground,n02828884_9,n02883344_-1,Stimuli/canonical view 2/img_n02828884_9_gray.jpg,Stimuli/canonical view 2/img_n02883344_-1_gray.jpg,foreground,right,Experiments/experiment_34/276.jpg,Experiments/experiment_34/277.jpg,Experiments/experiment_34/278.jpg,Experiments/experiment_34/279.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,right,"[""right""]",[0.8061999999990803],False,,0.0,0.0,69.0,69.0,69.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n04379243_0/n02828884_3/img_17th_c._monastery_dining_table_2010_b04_wood_metal_park_bench_2002_gray.jpg,n04379243_0,n02828884_3,flexible,0.748212,n02933112_-2,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04405907_8/n02933112_-2/img_stylized_tv_sink_base_white_wood_2013-3_gray.png,random,fixed,n04379243_0,n02828884_3,Stimuli/canonical view 2/img_n04379243_0_gray.jpg,Stimuli/canonical view 2/img_n02828884_3_gray.jpg,foreground,right,Experiments/experiment_34/280.jpg,Experiments/experiment_34/281.jpg,Experiments/experiment_34/282.jpg,Experiments/experiment_34/283.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,right,"[""right""]",[0.8690000000001419],False,,0.0,0.0,70.0,70.0,70.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04405907_5/n03928116_10/img_samsung_40_uhd_smart_tv_2011_ydp_103_r_2012__vray_2006_gray.jpg,n04405907_5,n03928116_10,fixed,0.765166,n03928116_10,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04405907_5/n03928116_10/img_samsung_40_uhd_smart_tv_2011_ydp_103_r_2012__vray_2006-3_gray.png,foreground,same as foreground,n04405907_5,n02818832_3,Stimuli/canonical view 2/img_n04405907_5_gray.jpg,Stimuli/canonical view 2/img_n02818832_3_gray.jpg,random,left,Experiments/experiment_34/284.jpg,Experiments/experiment_34/285.jpg,Experiments/experiment_34/286.jpg,Experiments/experiment_34/287.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""left""]",[1.5527999999990243],False,,0.0,0.0,71.0,71.0,71.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04256520_5/n04256520_4/img_meridiani_belmondo_bench_sofa_club_house_italia_nautilus_sofa_2015_gray.jpg,n04256520_5,n04256520_4,fixed,0.815825,n02883344_0,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02933112_-2/n02883344_0/img_sink_base_white_wood_b03_box_2011-3_gray.png,random,flexible,n04256520_5,n03928116_0,Stimuli/canonical view 2/img_n04256520_5_gray.jpg,Stimuli/canonical view 2/img_n03928116_0_gray.jpg,random,left,Experiments/experiment_34/288.jpg,Experiments/experiment_34/289.jpg,Experiments/experiment_34/290.jpg,Experiments/experiment_34/291.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,right,"[""right""]",[1.0559000000005199],False,,0.0,0.0,72.0,72.0,72.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n04256520_5/n02818832_9/img_meridiani_belmondo_bench_sofa_bed01_blue_2014_gray.jpg,n04256520_5,n02818832_9,flexible,0.774509,n02883344_15,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n02828884_3/n02883344_15/img_b04_wood_metal_park_bench_microwave_box_2010-3_gray.png,random,fixed,n04256520_5,n03928116_0,Stimuli/canonical view 2/img_n04256520_5_gray.jpg,Stimuli/canonical view 2/img_n03928116_0_gray.jpg,random,right,Experiments/experiment_34/292.jpg,Experiments/experiment_34/293.jpg,Experiments/experiment_34/294.jpg,Experiments/experiment_34/295.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""right""]",[1.1264000000003307],False,,0.0,0.0,73.0,73.0,73.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02818832_9/n02883344_-1/img_bed01_blue_woven_box_2011_gray.jpg,n02818832_9,n02883344_-1,flexible,0.766995,n02883344_-1,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02818832_9/n02883344_-1/img_bed01_blue_woven_box_2011-3_gray.png,foreground,same as foreground,n02818832_9,n02933112_-18,Stimuli/canonical view 2/img_n02818832_9_gray.jpg,Stimuli/canonical view 2/img_n02933112_-18_gray.jpg,random,right,Experiments/experiment_34/296.jpg,Experiments/experiment_34/297.jpg,Experiments/experiment_34/298.jpg,Experiments/experiment_34/299.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""right""]",[1.0480999999997493],False,,0.0,0.0,74.0,74.0,74.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n02933112_4/n03928116_0/img_buffet_b02_piano_2014_gray.jpg,n02933112_4,n03928116_0,fixed,0.713587,n03928116_0,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n02933112_4/n03928116_0/img_buffet_b02_piano_2014-3_gray.png,foreground,same as foreground,n02933112_4,n02883344_0,Stimuli/canonical view 2/img_n02933112_4_gray.jpg,Stimuli/canonical view 2/img_n02883344_0_gray.jpg,random,left,Experiments/experiment_34/300.jpg,Experiments/experiment_34/301.jpg,Experiments/experiment_34/302.jpg,Experiments/experiment_34/303.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,right,"[""left""]",[1.7230000000001837],False,,0.0,0.0,75.0,75.0,75.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02828884_9/n03928116_0/img_cr-96_bench_b02_piano_2005_gray.jpg,n02828884_9,n03928116_0,flexible,0.734999,n04256520_5,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02933112_-2/n04256520_5/img_sink_base_white_wood_meridiani_belmondo_bench_sofa_2003-3_gray.png,random,flexible,n02828884_9,n02828884_4,Stimuli/canonical view 2/img_n02828884_9_gray.jpg,Stimuli/canonical view 2/img_n02828884_4_gray.jpg,random,right,Experiments/experiment_34/304.jpg,Experiments/experiment_34/305.jpg,Experiments/experiment_34/306.jpg,Experiments/experiment_34/307.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""right""]",[1.6588000000006105],False,,0.0,0.0,76.0,76.0,76.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n04256520_9/n02818832_3/img_napoleon_iii_sofa_b05_ccm_contemporary_bed_max2013_2000_gray.jpg,n04256520_9,n02818832_3,flexible,0.714758,n02818832_3,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n04256520_9/n02818832_3/img_napoleon_iii_sofa_b05_ccm_contemporary_bed_max2013_2000-3_gray.png,foreground,same as foreground,n04256520_9,n02933112_4,Stimuli/canonical view 2/img_n04256520_9_gray.jpg,Stimuli/canonical view 2/img_n02933112_4_gray.jpg,random,right,Experiments/experiment_34/308.jpg,Experiments/experiment_34/309.jpg,Experiments/experiment_34/310.jpg,Experiments/experiment_34/311.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""right""]",[1.421299999998837],False,,0.0,0.0,77.0,77.0,77.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02883344_0/n02933112_-18/img_b03_box_cgaxis_models_48_26_vray_composite_2003_gray.jpg,n02883344_0,n02933112_-18,flexible,0.759155,n03928116_4,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04379243_8/n03928116_4/img_glass_table_dp_33_b_2013__vray_2000-3_gray.png,random,fixed,n02883344_0,n02933112_-18,Stimuli/canonical view 2/img_n02883344_0_gray.jpg,Stimuli/canonical view 2/img_n02933112_-18_gray.jpg,foreground,left,Experiments/experiment_34/312.jpg,Experiments/experiment_34/313.jpg,Experiments/experiment_34/314.jpg,Experiments/experiment_34/315.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""right""]",[0.8272999999990134],False,,0.0,0.0,78.0,78.0,78.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02933112_-2/n04405907_5/img_sink_base_white_wood_samsung_40_uhd_smart_tv_2011_2003_gray.jpg,n02933112_-2,n04405907_5,flexible,0.727558,n04405907_5,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n02933112_-2/n04405907_5/img_sink_base_white_wood_samsung_40_uhd_smart_tv_2011_2003-3_gray.png,foreground,same as foreground,n02933112_-2,n02828884_3,Stimuli/canonical view 2/img_n02933112_-2_gray.jpg,Stimuli/canonical view 2/img_n02828884_3_gray.jpg,random,left,Experiments/experiment_34/316.jpg,Experiments/experiment_34/317.jpg,Experiments/experiment_34/318.jpg,Experiments/experiment_34/319.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""left""]",[0.9360999999996693],False,,0.0,0.0,79.0,79.0,79.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n02933112_4/n03928116_0/img_buffet_b02_piano_2000_gray.jpg,n02933112_4,n03928116_0,fixed,0.752375,n03928116_0,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n02933112_4/n03928116_0/img_buffet_b02_piano_2000-3_gray.png,foreground,same as foreground,n02933112_4,n03928116_0,Stimuli/canonical view 2/img_n02933112_4_gray.jpg,Stimuli/canonical view 2/img_n03928116_0_gray.jpg,foreground,left,Experiments/experiment_34/320.jpg,Experiments/experiment_34/321.jpg,Experiments/experiment_34/322.jpg,Experiments/experiment_34/323.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,right,"[""right""]",[0.7687000000012176],False,,0.0,0.0,80.0,80.0,80.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n03928116_0/n04379243_0/img_b02_piano_17th_c._monastery_dining_table_2010_2006_gray.jpg,n03928116_0,n04379243_0,fixed,0.702798,n03928116_10,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n02883344_0/n03928116_10/img_b03_box_ydp_103_r_2012__vray_2001-3_gray.png,random,fixed,n03928116_0,n04379243_0,Stimuli/canonical view 2/img_n03928116_0_gray.jpg,Stimuli/canonical view 2/img_n04379243_0_gray.jpg,foreground,right,Experiments/experiment_34/324.jpg,Experiments/experiment_34/325.jpg,Experiments/experiment_34/326.jpg,Experiments/experiment_34/327.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,right,"[""left""]",[0.869700000001103],False,,0.0,0.0,81.0,81.0,81.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04379243_8/n04379243_-7/img_glass_table_quatre_dining_table_2007_gray.jpg,n04379243_8,n04379243_-7,fixed,0.785229,n04405907_5,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04405907_8/n04405907_5/img_stylized_tv_samsung_40_uhd_smart_tv_2011_2012-3_gray.png,random,fixed,n04379243_8,n02818832_9,Stimuli/canonical view 2/img_n04379243_8_gray.jpg,Stimuli/canonical view 2/img_n02818832_9_gray.jpg,random,left,Experiments/experiment_34/328.jpg,Experiments/experiment_34/329.jpg,Experiments/experiment_34/330.jpg,Experiments/experiment_34/331.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""left""]",[1.469599999999673],False,,0.0,0.0,82.0,82.0,82.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n04379243_8/n02818832_0/img_glass_table_b03_the_sofa_and_chair_company_-_stanley_bed_2014_2007_gray.jpg,n04379243_8,n02818832_0,flexible,0.71957,n02818832_0,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n04379243_8/n02818832_0/img_glass_table_b03_the_sofa_and_chair_company_-_stanley_bed_2014_2007-3_gray.png,foreground,same as foreground,n04379243_8,n02828884_3,Stimuli/canonical view 2/img_n04379243_8_gray.jpg,Stimuli/canonical view 2/img_n02828884_3_gray.jpg,random,right,Experiments/experiment_34/332.jpg,Experiments/experiment_34/333.jpg,Experiments/experiment_34/334.jpg,Experiments/experiment_34/335.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""right""]",[1.2359999999998763],False,,0.0,0.0,83.0,83.0,83.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n04256520_9/n02883344_0/img_napoleon_iii_sofa_b03_box_2015_gray.jpg,n04256520_9,n02883344_0,flexible,0.700333,n02883344_0,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n04256520_9/n02883344_0/img_napoleon_iii_sofa_b03_box_2015-3_gray.png,foreground,same as foreground,n04256520_9,n04256520_5,Stimuli/canonical view 2/img_n04256520_9_gray.jpg,Stimuli/canonical view 2/img_n04256520_5_gray.jpg,random,right,Experiments/experiment_34/336.jpg,Experiments/experiment_34/337.jpg,Experiments/experiment_34/338.jpg,Experiments/experiment_34/339.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""left""]",[1.0420999999994365],False,,0.0,0.0,84.0,84.0,84.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n03001627_8/n02818832_0/img_chair_billiani_doll_b03_the_sofa_and_chair_company_-_stanley_bed_2014_2013_gray.jpg,n03001627_8,n02818832_0,flexible,0.710291,n02818832_0,Stimuli/psy_flexible_rotation_30_objects_occ0.7_0.9s/images/train/n03001627_8/n02818832_0/img_chair_billiani_doll_b03_the_sofa_and_chair_company_-_stanley_bed_2014_2013-3_gray.png,foreground,same as foreground,n03001627_8,n04405907_8,Stimuli/canonical view 2/img_n03001627_8_gray.jpg,Stimuli/canonical view 2/img_n04405907_8_gray.jpg,random,right,Experiments/experiment_34/340.jpg,Experiments/experiment_34/341.jpg,Experiments/experiment_34/342.jpg,Experiments/experiment_34/343.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,left,"[""right""]",[1.086999999999989],False,,0.0,0.0,85.0,85.0,85.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04379243_8/n04405907_8/img_glass_table_stylized_tv_2001_gray.jpg,n04379243_8,n04405907_8,fixed,0.739618,n04405907_8,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04379243_8/n04405907_8/img_glass_table_stylized_tv_2001-3_gray.png,foreground,same as foreground,n04379243_8,n04405907_8,Stimuli/canonical view 2/img_n04379243_8_gray.jpg,Stimuli/canonical view 2/img_n04405907_8_gray.jpg,foreground,right,Experiments/experiment_34/344.jpg,Experiments/experiment_34/345.jpg,Experiments/experiment_34/346.jpg,Experiments/experiment_34/347.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,right,"[""right""]",[0.7602000000010776],False,,0.0,0.0,86.0,86.0,86.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n03001627_9/n03928116_0/img_chair_eames_plastic_armchair_b02_piano_2001_gray.jpg,n03001627_9,n03928116_0,fixed,0.816057,n03928116_0,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n03001627_9/n03928116_0/img_chair_eames_plastic_armchair_b02_piano_2001-3_gray.png,foreground,same as foreground,n03001627_9,n04256520_5,Stimuli/canonical view 2/img_n03001627_9_gray.jpg,Stimuli/canonical view 2/img_n04256520_5_gray.jpg,random,right,Experiments/experiment_34/348.jpg,Experiments/experiment_34/349.jpg,Experiments/experiment_34/350.jpg,Experiments/experiment_34/351.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,right,"[""right""]",[2.969500000000153],False,,0.0,0.0,87.0,87.0,87.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n02933112_-2/n02818832_9/img_sink_base_white_wood_bed01_blue_2000_gray.jpg,n02933112_-2,n02818832_9,fixed,0.774819,n04405907_5,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04256520_5/n04405907_5/img_meridiani_belmondo_bench_sofa_samsung_40_uhd_smart_tv_2011_2014-3_gray.png,random,fixed,n02933112_-2,n02818832_9,Stimuli/canonical view 2/img_n02933112_-2_gray.jpg,Stimuli/canonical view 2/img_n02818832_9_gray.jpg,foreground,left,Experiments/experiment_34/352.jpg,Experiments/experiment_34/353.jpg,Experiments/experiment_34/354.jpg,Experiments/experiment_34/355.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,right,"[""left""]",[1.0774000000003525],False,,0.0,0.0,88.0,88.0,88.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n02818832_9/n04256520_4/img_bed01_blue_club_house_italia_nautilus_sofa_2008_gray.jpg,n02818832_9,n04256520_4,fixed,0.708128,n04379243_0,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04379243_0/n04379243_0/img_17th_c._monastery_dining_table_2010_17th_c._monastery_dining_table_2010_2000-3_gray.png,random,fixed,n02818832_9,n04379243_-7,Stimuli/canonical view 2/img_n02818832_9_gray.jpg,Stimuli/canonical view 2/img_n04379243_-7_gray.jpg,random,left,Experiments/experiment_34/356.jpg,Experiments/experiment_34/357.jpg,Experiments/experiment_34/358.jpg,Experiments/experiment_34/359.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,right,"[""left""]",[1.5080000000000382],False,,0.0,0.0,89.0,89.0,89.0,1.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04379243_-7/n02933112_-2/img_quatre_dining_table_sink_base_white_wood_2002_gray.jpg,n04379243_-7,n02933112_-2,fixed,0.704948,n02933112_-2,Stimuli/psy_fixed_rotation_30_objects_occ0.7_0.9s/images/train/n04379243_-7/n02933112_-2/img_quatre_dining_table_sink_base_white_wood_2002-3_gray.png,foreground,same as foreground,n04379243_-7,n02933112_-2,Stimuli/canonical view 2/img_n04379243_-7_gray.jpg,Stimuli/canonical view 2/img_n02933112_-2_gray.jpg,foreground,right,Experiments/experiment_34/360.jpg,Experiments/experiment_34/361.jpg,Experiments/experiment_34/362.jpg,Experiments/experiment_34/363.jpg,988,1,2023-06-28_13h38.00.368,Occlusion_Psychophysics,2022.1.4,Win32,59.88741167,,,right,"[""left""]",[0.9037000000012085],False,,0.0,0.0,90.0,90.0,90.0,1.0,,,,,,
